71,0,10.111023,0.505192,-0.35435268,0,0,0,,
71,0,9.93624,0.52913475,-0.5913859,-0.0382843,0.588488,-0.208771,,
71,0,9.850046,0.40463245,-0.6895511,0.0626126,0.397396,-0.029453,,
71,0,9.747093,0.3423813,-0.68236834,-0.0760899,-0.303184,-0.028058,,
71,0,9.907509,0.5794145,-0.44054657,0.0313916,0.132465,-0.039275,,
71,0,9.771035,0.3519584,-0.61293435,-0.0317325,0.031467,-0.0014,,
71,0,9.797373,0.44533512,-0.5458947,-0.23911,-0.238445,0.06621,,
71,0,10.000886,0.64166564,-0.5243462,-0.1264191,-0.012722,0.011224,,
138,0,9.972155,0.37829542,-0.5506832,-0.069778,-0.126438,-0.053304,,
189,0,9.735122,0.4070267,-1.0055954,-0.056982,-0.082157,-0.083464,,
319,0,9.802161,0.62251145,-0.9696813,-0.012795,0.410213,-0.102398,,
383,0,9.818921,0.5458947,-0.9194015,-0.0760898,0.429057,0.066635,,
430,0,9.895537,0.53392327,-0.9241901,-0.0127956,0.669023,0.042787,,
483,0,9.703996,0.50040346,-0.7709565,0.143306,1.656605,-0.06598,,
483,0,9.715967,0.5363176,-0.8547561,-0.1516686,0.833149,-0.045594,,
483,0,10.106234,0.6703969,-0.7709565,-0.107482,0.984643,-0.014026,,
483,0,9.534002,0.6249057,-0.83081335,-0.1202764,2.221778,-0.01543,,
483,0,9.555551,0.7302538,-0.8571504,0.20814,1.43914,-0.1529,,
483,0,9.462174,0.7039168,-0.8786988,0.2270764,1.394952,-0.197088,,
483,0,10.032011,0.59378016,-0.9122187,-0.4169607,2.82778,-0.160618,,
482,2,9.809344,0.38068968,-0.679974,-0.2337304,1.64114,-0.01403,,
482,2,10.072714,0.4644893,-0.4956149,-0.0366716,3.56963,-0.109581,,
482,3,9.404712,0.23224466,-0.52674043,0.3028263,1.56539,-0.121338,,
482,3,9.138947,0.38547826,-0.87151605,0.277576,1.84944,-0.411713,,
482,2,9.948212,0.4764607,-0.75180227,-0.593709,2.61947,0.571633,,
481,2,9.646533,0.026337024,-1.0415095,0.2965136,1.68532,-0.02665,,
452,2,9.715967,-0.11013664,-0.8978531,-0.164464,1.84935,0.420132,,
272,2,9.818921,0.24421602,-0.6751855,-0.0948566,0.49227,0.004909,,
200,2,10.012857,0.21787901,-0.8930645,0.075578,0.67534,0.011224,,
109,2,10.230737,0.28731298,-0.88109314,0.0880333,0.50481,0.00351,,
58,2,9.311335,-0.002394275,-1.1420691,0.0187667,0.03146,0.15641,,
8,2,9.727939,-0.15562786,-1.0798179,0.220765,-0.09478,-0.077153,,
-32,2,10.000886,-0.047885496,-0.98404694,0.6309016,-0.846054,-0.179551,,
-54,2,9.63935,0.019154198,-0.82602483,0.255632,-0.648956,0.179544,,
-128,3,10.077502,-0.531529,-0.91461295,0.1071404,-0.77652,0.187972,,
-163,3,9.737515,-0.38787252,-0.73743665,0.403655,-2.45573,0.211818,,
-272,3,10.707197,-0.05985687,0.06464542,0.2965135,-1.590825,-0.089774,,
-311,3,10.592272,0.23942748,-0.06464542,0.7192759,-2.935465,-0.501488,,
-322,3,9.143736,-0.014365649,-0.32801566,-0.0191078,-1.35727,0.011222,,
-284,3,9.873989,0.2681588,-0.32562137,-0.9049978,-2.330716,0.461987,,
-264,3,9.304152,0.11253092,-0.67279124,0.479574,-0.549278,-0.285461,,
-218,2,10.190034,0.41420954,-0.7948992,0.0312216,-1.426796,-0.103806,,
-197,2,10.039194,0.4932206,-0.8236305,-0.2337304,-0.40409,-0.077152,,
-92,2,10.029617,0.45970076,-0.7853221,0.2207647,-0.22734,-0.260208,,
-51,2,10.099051,0.4644893,-0.72546524,-0.0445277,-0.27794,0.155003,,
-51,2,9.852441,0.22506183,-0.85236186,-0.366291,-0.176835,0.28897,,
-55,3,9.826104,0.12689656,-1.0079896,-0.3978535,-0.12635,0.402592,,
-44,3,9.694419,0.600963,-1.0295382,-0.362349,0.627965,0.210152,,
40,3,9.893144,0.076616794,-1.0582695,-0.2652922,0.39128,0.15641,,
36,3,9.5483675,-0.028731298,-1.2330515,0.7634627,0.132374,0.660013,,
-13,4,9.938635,0.043096945,-0.9074302,0.15764,0.094586,-0.045595,,
-33,4,9.454991,-0.37590113,-0.9122187,-0.113794,-0.246266,-0.285461,,
-66,4,10.175668,0.12929083,-0.7110996,-0.0571523,-1.805542,-0.476234,,
-145,4,9.550762,0.13168511,-0.55786604,0.6752593,-1.395142,0.339465,,
-160,4,9.584282,0.05985687,-0.63208854,0.9907106,-1.919166,-0.084861,,
-148,4,9.804555,-0.17957062,-0.6105401,0.2904908,-0.930224,0.076072,,
-132,5,9.718362,0.0670397,-0.75659084,0.1576402,-0.757585,0.169034,,
-103,5,9.98652,-0.09337672,-0.8978531,0.2837185,-0.877617,0.028762,,
-78,5,9.636956,0.14605077,-1.0343267,-0.170606,-0.536652,-0.115028,,
-58,5,9.680053,0.021548472,-1.620924,0.1260781,-0.284153,-0.17815,,
-32,5,9.900327,0.32083282,-1.3791022,0.321593,-0.694557,-0.286862,,
-25,7,9.917087,-0.102953814,-1.9680939,0.0692662,-0.113716,-0.058216,,
-14,7,10.228342,0.7541966,-1.4413534,0.3910296,-0.18325,-0.425732,,
-10,7,9.024022,-0.6081458,-1.1827718,0.06295384,-0.0506,0.686654,,
-23,10,9.526819,0.56265455,-1.5036045,0.06295389,-0.22734,-0.399083,,
-29,10,10.393547,0.7446195,-0.9289786,2.07013527,-0.814494,-0.324741,,
-19,10,10.295382,0.026337024,0.8284191,0.5805728,-0.505089,0.89497,,
-17,12,9.103033,0.46927786,-1.1564348,0.4802365,-0.879797,0.404148,,
-16,12,10.0439825,0.98404694,-0.6464542,0.100658,1.028738,-0.349987,,
3,12,9.694419,-0.14365649,0.023942748,0.2460143,-0.069531,0.427845,,
4,12,10.146936,0.55307746,0.59378016,1.1990204,0.959298,-0.13536,,
7,12,9.732727,-0.52913475,1.1899546,-0.6124759,0.416525,0.44678,,
3,16,9.498088,-0.4836435,0.7853221,-0.0127951,0.18297,0.187973,,
1,16,9.881172,0.8547561,0.88109314,-0.442211,0.220745,-0.324733,,
1,16,9.553157,-0.2370332,1.0654523,-0.0569823,-0.069535,0.465717,,
0,16,9.893144,0.3974496,1.1061549,0.529903,0.031372,-0.034363,,
0,16,9.859624,-0.2753416,1.7119064,0.0692663,-0.157902,-0.064524,,
-2,16,9.651321,-0.038308397,1.664021,0.2775762,0.13878,0.00491,,
-1,16,9.636956,0.24900457,1.9226027,0.4225938,0.30332,0.053507,,
7,16,9.72315,-0.27055305,1.9369683,0.2333894,0.22715,0.282663,,
7,16,9.6585045,-0.24900457,2.3727264,-0.8462062,-0.202185,0.02876,,
7,16,10.115811,0.4836435,2.169213,-0.8902228,-0.246281,-0.10871,,
7,16,10.35045,-0.11253092,1.776552,0.1765774,-0.145279,-0.13396,,
7,16,9.955395,-0.05985687,0.25858167,-0.4719358,0.362408,-0.610467,,
1,7,9.342461,-0.21309046,0.7901107,-0.5619764,-0.744963,-0.272838,,
1,7,9.9889145,-0.014365649,1.3743137,-1.0860785,-0.39787,-1.044358,,
0,7,9.191621,0.28731298,1.472479,0.2333894,0.01884,-0.840953,,
0,7,10.364816,0.96489275,1.8603516,-0.25898,0.132465,-0.430644,,
-1,7,10.0200405,0.3304099,2.1332989,-0.479914845,0.201905,0.38997,,
-4,3,9.859624,0.75180227,0.60335726,-0.486397755,-0.719807,0.230756,,
-8,3,9.797373,0.2561874,-0.11971374,-0.3755614,-0.012373,0.285976,,
-7,3,9.814133,0.39505535,-0.023942748,-0.10748163,-0.04428,0.017533,,
-7,0,9.921875,0.31125572,0.076616794,0.10082847,0.17665,0.004909,,
-23,0,9.775824,0.37590113,0.30886146,-0.44852314,-0.26531,0.180256,,
-43,0,9.948212,0.2944958,-0.48843205,-0.2905422,-0.22734,0.042786,,
-120,0,9.593859,0.07422252,-0.73743665,-0.038045,-0.08847,-0.039276,,
-195,0,9.996098,-0.021548472,-0.72546524,-0.3703499,-1.167032,0.022316,,
-236,0,10.075109,-0.007182824,-0.4644893,0.1134533,-0.877525,-0.140276,,
-341,0,10.111023,0.11253092,-0.5363176,0.0945159,-1.231018,-0.07715,,
-364,0,9.550762,-0.4166038,-0.4836435,0.1700947,-3.876019,-0.400487,,
-423,3,9.644139,-1.1109436,-1.6305012,-0.3221042,-2.600816,-0.632648,,
-453,3,9.344854,-1.0079896,-1.9920366,-1.0687539,-7.958693,-0.04176,,
-462,4,10.340873,-0.7805336,-1.5131817,-0.3852287,-5.403534,-0.171833,,
-428,4,9.893144,-1.4772675,-1.620924,-0.4169607,-10.977499,1.329121,,
-409,4,9.522031,-2.9641123,-0.93616146,0.1576402,-5.908527,0.54147,,
-374,9,9.720756,-0.37590113,-0.25139886,0.1387031,-5.618155,-0.689453,,
-347,9,10.223554,-1.5754328,-1.9058428,-0.0862174,-9.6794145,-0.530022,,
-261,12,9.93624,-0.3232271,0.47885495,0.6310723,-3.9895485,-0.115028,,
-217,12,9.759064,-0.58420306,-0.49800915,-0.8020191,-7.158482,-0.103806,,
-189,12,10.170879,0.17238778,-1.1779832,-0.7260996,-2.891186,-0.449584,,
-116,15,9.77343,-1.3886794,-1.4700848,-0.574601,-2.569253,0.38366,,
-118,15,9.780613,-1.3312168,-0.80208206,0.561465,-5.024881,0.12976,,
-133,15,9.464568,-0.6847626,-1.1444633,-0.2122953,-2.857567,-0.44436,,
-118,15,9.287392,-0.76137936,-1.2210802,0.3973417,-4.437826,0.43907,,
-93,15,9.924269,-0.20351335,-0.8475733,0,0,0,,
-75,18,9.787795,-0.5243462,-0.43815228,-0.0319028,-3.402588,0.249693,,
-67,19,8.93304,-0.09577099,-0.07422252,-1.4774496,-2.342098,-0.217426,,
-54,19,8.691217,0.45012367,0.7302538,-0.4369,-1.148075,0.55389,,
-40,19,9.486116,0.28970724,1.4365649,0.2586394,-0.606087,0.427841,,
-33,19,9.39274,-0.011971374,1.5179702,0.5993396,-2.001228,0.344379,,
-37,19,9.950606,-0.11253092,1.7238779,0.107141,-1.054272,-0.01403,,
-38,13,9.730332,0.13168511,1.1468576,-0.126419,-0.820709,-0.209713,,
-28,13,9.888355,-0.057462595,1.5275474,-0.3412125,-0.820805,0.432756,,
-26,11,9.63935,-0.011971374,1.9441512,-0.6566625,0.359715,0.383658,,
-26,8,10.68086,0.07422252,1.7382435,-1.0954713,0.133913,0.630875,,
-24,8,9.816526,0.18435916,1.1731946,0.7446957,-0.006407,-0.04559,,
-21,5,10.4294615,0.16520496,-0.37350687,-0.30965,-0.498871,-0.230049,,
-18,4,10.046377,0.2753416,-0.70870537,-0.202168,-0.006405,0.175346,,
-14,4,9.833286,0.13168511,-0.7805336,-0.0632944,0.277649,-0.121338,,
7,3,9.502876,0.10055954,-1.0606637,0.1764064,0.201809,-0.046985,,
24,4,9.567522,0.16281068,-0.82602483,-0.4119439,0.174602,0.335518,,
22,4,9.871595,0.4285752,-0.61293435,-0.1707769,0.176556,0.49588,,
20,4,9.838076,0.12689656,-0.845179,0.1702657,0.265027,-0.152901,,
24,4,9.941029,0.14605077,-0.7302538,-0.1327313,0.157718,0.105906,,
22,5,10.549175,-0.15562786,-0.6751855,-0.75152,0.384868,0.704187,,
6,5,9.514848,-0.052674048,-0.52674043,-0.39154,-0.27153,0.206909,,
-35,6,10.000886,-0.14605077,-0.6177229,0.037265,-0.337002,0.235694,,
-55,6,9.917087,-0.11013664,-0.8356019,-0.139213,-1.18061,0.10451,,
-67,6,9.747093,0.06943397,-1.0702409,-0.038045,-0.675522,-0.08978,,
-67,6,9.780613,-0.076616794,-1.5371244,-0.315963,-0.92812,0.066635,,
-65,6,9.73991,0.043096945,-2.1644244,-0.006482,-0.45459,-0.096089,,
-40,8,9.926663,0.24421602,-2.691165,-0.296855,-0.448272,-0.083466,,
-25,8,9.955395,0.21069619,-2.2027328,-0.41505,0.0473,0.166325,,
-9,12,9.857229,0.19633053,-1.5395187,-0.214794,-0.385157,0.232165,,
-8,12,10.096657,0.26337022,-1.4940275,-0.019278,0.100807,0.22444,,
4,14,9.964972,-0.057462595,-1.0175668,0.094517,-0.24628,0.37734,,
4,14,9.754275,-0.17238778,-2.0494993,0.13239,0.34709,0.503595,,
4,15,9.962578,0.94095,-0.84278476,0.5551525,0.485864,-0.028055,,
12,15,9.909904,-0.5770202,-0.7972935,-0.1074815,0.517526,0.4531,,
12,15,9.57231,0.22027329,-1.1923488,0.002082,1.024554,-0.88374,,
