-4,106,10.3743925,-0.0023942748,-0.2944958,1.4006544,17.758282,80.01991
-3,106,8.281796,0.18196489,-2.466103,2.2465029,15.423859,78.92306
-4,106,10.6497345,0.17478207,0.89545876,1.7374263,13.39239,80.23671
-4,105,10.230737,0.40463245,-1.9034485,2.2359376,15.652144,80.38049
-4,106,8.626573,0.21309046,0.11253092,1.9958949,15.071307,80.1834
-5,105,8.523619,-0.46927786,-1.3671309,4.04078,12.60927,79.5683
-5,105,11.209994,0.6057515,0.11013664,3.642927,13.675976,79.84464
-5,105,9.531608,-0.47167215,0.10774237,2.9797833,12.872274,79.30419
-5,105,9.256267,0.076616794,-0.41420954,3.2005477,12.701744,78.96823
-5,104,9.593859,0.3304099,-1.3120626,2.1146398,12.25978,78.94158
-5,105,9.917087,-0.021548472,1.0462981,1.4767438,11.647285,78.28228
-5,105,9.519637,0.7853221,0.723071,1.2367011,11.116947,77.33402
-4,105,10.058349,0.45970076,-0.22027329,1.7604622,12.278338,78.17217
-4,105,10.558752,0.15562786,-0.4860378,2.0220892,12.003633,78.57426
-4,104,9.799767,0.33759275,-1.1923488,1.7694217,12.540094,78.692795
-4,104,9.387952,0.53392327,-0.06464542,1.0242144,12.199034,78.828865
-4,104,11.10704,-0.20111908,0.54350036,1.5227257,12.262064,78.86534
-4,104,10.56354,0.35674694,-0.6488485,1.8255517,12.047346,78.958626
-4,104,8.56911,1.0965779,0.4932206,3.5866735,11.253775,78.52447
-4,104,10.470163,0.5506832,-2.466103,2.9868224,11.59455,78.56725
-4,104,8.760652,0.021548472,-0.6344828,3.8828459,11.891046,78.5392
-4,104,9.14613,0.5506832,-0.08140534,4.1477976,12.345445,78.15905
-4,104,8.743892,-0.098165266,0.25858167,4.299125,12.408475,78.25865
-6,104,10.134965,0.41420954,-0.6368771,3.2004242,11.292014,78.280815
-6,104,10.328901,-0.12689656,-1.063058,3.4148762,11.834787,78.68973
-6,104,9.256267,0.6703969,0.28970724,4.885331,11.310666,78.29555
-6,104,9.5483675,0.4860378,-0.2681588,5.4343414,11.253759,78.21208
-6,104,8.985713,-0.17957062,-1.0415095,5.53517,11.03273,78.04656
-6,105,10.000886,-0.2370332,-0.28252444,5.058537,10.292445,78.31902
-5,105,9.98652,0.7709565,-1.7669748,5.866357,11.6621475,78.28606
-4,105,9.423865,0.5865973,0.22985038,4.521469,10.91078,77.89819
-4,106,9.644139,0.20351335,-1.5107874,3.8079946,13.328345,79.083534
-4,106,9.435837,-1.2474172,-0.15562786,5.587929,11.226212,79.53031
-4,106,9.033599,0.21309046,-2.176396,5.165758,9.66678,80.98893
-4,106,8.8636055,0.04070267,-0.79250497,5.0582767,10.398928,80.83603
-5,106,10.079897,0.057462595,-1.0870007,4.565737,9.16791,81.59212
-6,106,10.585089,-0.42618093,0.3519584,4.7989554,9.723213,82.245804
-6,106,9.881172,-0.2753416,-2.3056867,4.6157246,9.274937,81.8341
-7,107,8.463761,1.0199611,-0.11013664,4.8615685,9.388371,82.43729
-7,106,9.608225,-0.2777359,-1.5969813,4.954985,10.062093,82.68546
-4,107,9.002473,0.9960183,-2.9569294,5.5797453,9.601191,82.071754
-4,107,10.30017,0.600963,-1.664021,2.2716925,6.8235326,83.30618
-6,107,9.708784,-0.9624985,-1.2953026,1.3940947,7.3915567,83.41209
-6,107,9.835681,1.5802214,-1.3479767,0.030051336,8.146437,82.35374
-6,107,11.123801,0.8667275,-1.010384,1.2671167,8.676586,81.63272
-5,107,10.589877,0.19393626,0.20590763,1.0270741,10.601782,81.30308
-5,107,12.423892,0.42378664,-0.13168511,2.7310886,10.601592,79.8421
-5,107,9.833286,0.2370332,-0.2561874,1.6073061,8.644645,80.13738
-5,108,8.41827,-0.028731298,-0.7446195,2.2123232,9.330844,80.15472
-5,107,7.2187386,1.3407938,-1.9824595,-0.38873786,10.340643,80.82103
-4,107,10.1541195,2.2170985,-0.679974,-1.5314575,8.390008,80.84488
-3,108,7.7143536,0.019154198,-0.5506832,-2.9331572,8.560254,81.87101
-3,107,9.603436,1.2258687,1.0534809,-2.08115,5.946815,80.512436
-3,107,10.218765,0.0047885496,-0.9241901,-2.8703737,8.711563,81.09809
-3,108,9.881172,1.0223553,-0.84996754,-1.9186372,7.5216303,80.6135
