2.1134386,20.301165
6.520219,18.75669
9.223625,17.838152
13.930098,19.638332
16.211462,19.875532
12.038122,18.606092
7.036642,18.061083
3.7792506,17.821104
3.1343002,18.9676
3.1100507,16.957163
3.5866923,18.694616
3.5873556,17.99411
4.0914707,20.453793
1.541098,21.567614
1.5549976,20.026268
0.0,20.685654
0.0,22.504633
0.8397858,21.755505
0.68172395,21.090998
0.0,21.289015
0.0,20.737186
0.0,20.812044
0.0,22.816236
5.549929,22.023441
6.4293075,23.047535
2.02274,25.452173
3.7343802,26.430727
4.7798367,25.109266
7.3720555,29.378628
8.2100525,22.797068
6.632445,23.208117
3.3238316,25.08259
1.6540979,23.736385
1.1073983,23.446728
3.2115374,25.960714
4.308366,26.121986
3.9383197,24.825659
4.7537084,26.128227
5.594929,27.053282
6.107888,26.068855
7.547808,25.504318
7.5430465,26.903967
8.614313,26.346418
8.549293,26.64046
6.2319565,26.545254
7.240245,30.429714
4.9304433,29.964544
4.23967,27.913038
3.9436164,28.186417
4.8089857,31.324903
3.564456,35.310204
3.3664317,33.7817
3.755393,34.55735
3.0159578,34.78765
3.0244331,34.714394
1.7677695,37.86228
3.5097637,37.76924
4.5293846,32.39323
4.581225,33.909023
4.0445223,33.336174
3.1741118,34.17941
1.3048168,33.02916
0.0,30.266893
0.0,35.428463
0.0,30.468454
0.6549847,28.693254
0.32592714,27.844028
7.123433,25.64923
12.890439,23.980597
11.169946,23.10538
11.5111685,17.912573
9.811563,19.439365
7.615491,18.62432
8.701948,14.967817
7.8972287,16.852047
7.2492175,16.210415
8.170888,15.15996
7.682821,12.839151
6.0613875,11.698851
6.602316,10.504345
6.4521413,11.839236
7.4133863,12.715616
7.365781,13.059984
7.227002,12.914436
0.0,15.296823
0.0,16.553463
0.0,14.410683
0.0,16.885206
0.0,16.759777
2.2027965,18.982971
2.3143249,16.660133
7.8617196,15.305845
5.316117,16.264965
1.9607229,13.996424
2.8490682,15.425577
2.8670263,14.304325
1.4573649,16.581707
1.0236835,19.817986
2.082098,23.463558
1.1264765,20.536966
0.77725166,22.807787
1.6784045,18.997341
1.7573344,20.109121
1.1616752,24.144882
0.72075987,20.856325
1.2030756,20.289928
1.0950632,21.195963
1.1620862,21.173801
1.2631506,20.941864
3.066918,22.921656
4.249222,21.188166
5.1588116,26.15759
3.3073535,26.270998
3.4293199,23.623098
2.8668647,23.094162
0.6159433,23.19893
0.6858722,22.547327
0.0,22.099337
0.0,22.293003
0.0,23.08753
0.0,21.68154
0.0,24.324968
0.0,22.17549
0.0,23.716246
1.0220608,24.258593
0.70632446,25.626669
1.8665037,25.550062
2.5666032,24.61598
2.3035078,24.006453
5.894818,23.86513
5.373097,23.151169
2.1673458,24.068918
2.0440364,25.088594
1.3247268,27.674553
2.0556712,27.861458
0.79548,30.153704
12.483312,20.064375
10.567466,22.45136
16.872065,25.063522
22.563084,26.400846
22.500345,25.879284
2.3463883,26.005665
1.9070741,25.446545
2.4030566,26.525211
2.8175316,27.99497
2.9470391,26.581774
3.7618098,27.151628
5.2070346,28.083899
8.355046,27.947588
12.027448,29.632305
10.10629,28.045963
10.020045,26.47516
9.996715,26.320772
8.187422,26.95313
7.866094,28.142668
7.9609575,25.9584
7.8803716,26.717457
12.433839,23.938356
11.245389,22.435886
11.771483,23.723694
13.299125,23.514048
12.245752,24.264708
11.397378,26.57096
11.2147665,25.33668
12.314148,24.870222
15.503059,29.355661
12.1015415,25.296415
7.635126,25.276632
4.910298,25.999645
10.292167,25.18534
10.893394,26.777245
11.603528,21.842218
13.134456,23.452665
12.666528,24.333967
8.735027,19.236444
6.76986,19.153206
1.7174752,19.681797
2.2043161,17.41891
2.7479067,15.621508
2.2116666,14.874566
1.2799687,13.480106
10.653046,12.417716
13.018674,13.110828
13.014314,10.412498
8.889237,11.846504
7.9275727,11.143746
5.3707266,12.231873
4.5457854,15.662238
2.69377,15.133072
3.2330575,11.947367
1.4993834,13.311606
1.6591504,13.554573
1.9428518,13.90283
